ID ARTICULO,ISBN,IDEDITOR,DESCEDITOR,TITULO,CONSIGNADO,DEPOSITO,FALLADOS,DISPONIBLE,CADENA,TOTAL,COSTO,PVP,SECCION,GRUPO,FAMILIA,SUBFAMILIA,PESO,Sucursal Depósito 02,Sucursal Depósito 03,Sucursal Aeropuerto 03,Sucursal Sur 07,Sucursal Norte 08,Sucursal AMBA 28,Sucursal Centro 08,Sucursal Centro 09,Sucursal AMBA 29,Sucursal AMBA 30,Sucursal AMBA 31,Sucursal AMBA 32,Sucursal Costa 08,Sucursal Centro 10,Sucursal Norte 09,Sucursal AMBA 33,Sucursal Costa 09,Sucursal Sur 08,Sucursal AMBA 34,Sucursal AMBA 35,Sucursal AMBA 36,Sucursal Costa 10,Sucursal Mayorista 02,Sucursal Sur 09,Sucursal Norte 10,Sucursal AMBA 37,Sucursal AMBA 38,Sucursal Aeropuerto 04,Sucursal Feria 02,Sucursal Feria 03,Sucursal Feria 04,Sucursal Feria 05,Sucursal Feria 06,Sucursal Feria 07,Sucursal Feria 08,Sucursal AMBA 39,Sucursal Centro 11,Sucursal Norte 11,Sucursal Costa 11,Sucursal AMBA 40,Sucursal Costa 12,Sucursal Costa 13,Sucursal Costa 14,Sucursal Cuyo 05,Sucursal Cuyo 06,Sucursal Cuyo 07,Sucursal Sur 10,Sucursal AMBA 41,Sucursal AMBA 42,Sucursal AMBA 43,Sucursal Centro 12,Sucursal AMBA 44,Sucursal AMBA 45,Sucursal AMBA 46,Sucursal AMBA 47,Sucursal AMBA 48,Sucursal AMBA 49,Sucursal AMBA 50,Sucursal Norte 12,Sucursal Centro 13,Sucursal Centro 14,Sucursal Norte 13,Sucursal AMBA 51,Sucursal Cuyo 08,Sucursal AMBA 52,Sucursal Centro 15,Sucursal AMBA 53,Sucursal AMBA 54,Sucursal Sur 11,Sucursal Norte 14,Sucursal AMBA 55,Sucursal Sur 12,Sucursal AMBA 56,Sucursal AMBA 57
623944,9783474574433,648,Ediciones del Río,La montaña de las sombras,9,0,0,0,0,10,4.33,97.67,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632660,9780531453430,649,Ediciones del Río,El espejo de piedra,35,0,2,0,14,49,45.94,25174.65,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,630.0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1172256,9788228363330,650,Ediciones del Río,El jardín entre líneas,1093,1388,4,1505,522,2996,5762.49,45787.9,LIBROS,Tecnología,Novela contemporánea,Tapa dura,408.0,0,20,27,4,2,17,3,23,18,13,19,21,16,5,6,8,1,17,1,8,0,4,14,5,3,12,0,4,0,0,0,0,0,0,52,5,0,5,5,6,6,20,7,8,9,4,7,4,7,3,5,18,5,7,8,0,9,4,6,6,8,5,7,5,0,3,7,7,4,8,12,14,9,13
507125,9786164932402,651,Editorial Pampa,El puerto entre líneas,0,0,0,0,1,1,13.13,656.74,LIBROS,Infantil y Juvenil,Didácticos,Referencia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028040,9787911612145,652,Ediciones del Río,La plaza de fuego,15,1,1,1,0,18,18.69,15011.99,LIBROS,Salud y Bienestar,Edición especial,Bestsellers,314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120643,9785342251716,653,Ediciones del Río,La plaza del alba,241,1724,6,1699,76,2307,370.2,20309.06,LIBROS,Ciencias Sociales,Ilustrados,Tapa dura,290.0,0,1,1,0,0,1,1,4,0,1,2,2,3,2,1,1,0,0,1,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,2,2,0,1,3,1,0,0,2,1,2,0,0,1,0,1,1,1,0,1,0,0,2,0,15,0,2,0,0,1,0,0,2,2,2,0,1,0,0,0
1118561,9786434267419,654,Ediciones del Río,El mapa austral,111,2549,12,2758,89,2699,178.89,41503.37,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,418.0,26,1,2,1,1,1,2,9,3,2,6,2,2,2,2,1,1,1,1,1,0,1,3,1,1,2,0,0,0,0,0,0,0,0,14,0,0,1,2,1,0,0,1,1,3,1,1,2,2,2,1,1,0,0,3,0,1,0,1,1,2,1,1,3,0,1,1,2,1,1,0,0,0,0
1142497,9781957042373,655,Ediciones del Río,La noche nocturno,481,752,9,870,406,1921,525.96,8899.29,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,112.0,27,7,6,8,4,6,3,5,9,9,7,19,5,7,19,7,5,11,6,7,0,6,1,1,7,4,0,3,0,0,0,0,0,0,0,5,0,18,5,2,6,7,9,6,4,3,15,6,3,6,6,5,5,5,5,0,6,4,9,7,14,5,6,2,0,4,6,10,6,10,11,0,9,5
1121615,9789285237565,656,Ediciones del Río,La tierra de piedra,78,7,8,5,31,132,233.16,32616.89,LIBROS,Arte y Fotografía,Coleccionables,Tapa dura,380.0,0,0,2,0,1,0,1,1,3,1,2,0,4,0,0,1,1,1,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1125720,9784025238233,657,Ediciones del Río,La voz de hierro,264,914,36,1117,331,1795,1391.17,29150.25,LIBROS,Tecnología,Clásicos,Bestsellers,530.0,0,9,6,3,5,6,5,9,5,4,11,12,17,12,11,8,1,8,1,9,0,5,4,2,6,2,0,1,0,0,0,0,0,0,4,3,0,5,2,8,1,14,13,11,7,7,1,2,9,3,6,1,0,3,4,0,3,2,4,5,7,5,10,4,0,4,6,2,7,7,7,8,6,7
1170355,9782523566316,658,Ediciones del Río,El río del bosque,1198,932,9,1057,675,2339,2971.77,28388.66,LIBROS,Tecnología,Clásicos,Divulgación,512.0,0,15,9,16,6,9,10,11,8,8,11,18,17,14,9,8,0,13,0,5,0,10,7,7,6,21,0,1,0,0,0,0,0,0,41,21,0,14,5,10,7,16,13,8,5,6,1,3,10,9,2,8,2,9,4,0,11,11,4,11,10,9,9,20,0,7,11,7,2,10,14,8,5,32
1170353,9780444836683,659,Ediciones del Río,La ruta del silencio,940,1378,4,1286,540,3507,2336.21,24669.1,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,302.0,1,11,6,9,6,7,12,26,20,10,8,11,11,14,9,6,1,4,7,12,0,9,11,8,13,7,0,2,0,0,0,0,0,0,39,1,0,9,6,8,10,9,14,13,9,6,12,7,14,2,2,6,4,8,11,0,6,6,8,10,15,12,14,10,0,13,6,13,3,11,13,8,19,16
568340,9785351666188,660,Ediciones del Río,El umbral del silencio,0,0,0,0,0,0,83.61,244.18,LIBROS,Empresa y Economía,Divulgación,Novela contemporánea,1300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091930,9783514226552,661,Ediciones del Río,El río en la niebla,125,178,15,181,63,362,173.32,48724.07,LIBROS,Narrativa,Novela contemporánea,Tapa dura,773.0,0,1,1,1,1,1,0,3,6,1,0,2,0,2,1,2,0,1,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,2,2,1,4,1,2,1,0,0,0,1,0,0,1,0,1,0,1,1,1,2,0,0,0,1,1,0,1,0,0,0
1150662,9787843084524,662,Ediciones del Río,La senda nocturno,1149,192,26,154,829,1731,2137.31,27160.27,LIBROS,Arte y Fotografía,Coleccionables,Tapa dura,377.0,0,19,11,23,20,16,10,18,15,5,26,31,14,8,4,8,2,11,9,11,0,8,15,15,11,11,0,7,0,0,0,0,0,0,19,12,0,9,7,11,16,15,10,8,9,8,15,13,14,8,13,16,4,1,10,0,16,11,7,8,15,13,12,19,0,12,14,19,6,8,12,14,17,19
1091933,9784441272383,663,Ediciones del Río,La noche en el viento,37,0,4,0,2,36,225.61,29933.15,LIBROS,Ciencias Sociales,Divulgación,Tapa dura,1021.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101121,9786343314324,664,Ediciones del Río,El camino de piedra,17,0,0,0,3,21,230.52,29643.55,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,1049.0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858561,9788212570001,665,Ediciones del Río,La casa lejano,6,0,0,0,0,7,10.14,337.98,LIBROS,Tecnología,Clásicos,Tapa dura,535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933468,9783461529866,666,Ediciones del Río,El jardín olvidado,3,0,0,0,1,4,9.39,284.66,LIBROS,Tecnología,Clásicos,Tapa dura,440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1082313,9781876406105,667,Ediciones del Río,La noche olvidado,883,2880,16,2798,336,3970,2568.48,16097.94,LIBROS,Tecnología,Coleccionables,Referencia,167.0,1,4,5,17,1,11,7,8,4,8,9,9,7,2,8,7,2,3,2,11,0,3,4,3,12,7,0,2,0,0,0,0,0,0,1,10,0,11,7,7,5,15,12,4,9,10,6,11,10,5,6,9,0,5,13,0,8,5,4,10,3,7,3,3,0,0,4,7,5,3,0,3,9,7
1082319,9782546151051,668,Ediciones del Río,La senda profundo,45,0,7,0,50,98,37.56,15642.49,LIBROS,Tecnología,Coleccionables,Referencia,167.0,0,0,0,0,1,1,0,0,0,1,0,1,3,4,7,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,4,1,2,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,9,3,1,0,0,0,0,1,0,0,0,0,0,0,0
1082317,9786645185054,669,Ediciones del Río,La torre del alba,793,2992,4,2998,154,4031,2608.9,18869.44,LIBROS,Tecnología,Coleccionables,Referencia,167.0,0,1,0,9,2,1,0,2,3,3,1,4,5,4,5,4,1,5,0,1,0,5,0,2,15,3,0,1,0,0,0,0,0,0,4,1,0,5,3,2,5,6,2,2,2,6,2,5,0,3,1,2,0,2,1,0,3,3,1,3,2,3,3,1,0,1,3,0,1,3,1,0,3,3
1082320,9787205109312,670,Ediciones del Río,La noche de hierro,829,3346,38,3357,227,4013,2402.94,16975.72,LIBROS,Tecnología,Coleccionables,Referencia,167.0,0,5,5,17,6,5,2,4,4,0,1,6,5,3,4,3,0,4,0,5,0,5,3,2,9,2,0,1,0,0,0,0,0,0,5,4,0,5,4,5,5,9,7,2,5,2,0,3,3,3,1,2,0,2,2,0,4,3,2,3,3,5,2,1,0,0,2,2,2,3,1,0,3,2
1082312,9788372141596,671,Ediciones del Río,La ruta de las sombras,50,20,8,18,372,477,39.17,18077.43,LIBROS,Tecnología,Coleccionables,Referencia,167.0,2,7,3,20,5,5,6,10,3,5,16,11,5,10,3,4,3,5,1,4,0,10,2,5,2,9,0,2,0,0,0,0,0,0,4,13,0,5,2,6,5,10,4,8,5,4,26,4,5,5,3,6,0,5,4,0,6,2,5,6,8,6,4,4,0,5,4,6,5,6,2,5,4,5
1082314,9782344555608,672,Ediciones del Río,El puente de papel,770,3648,7,3849,327,4132,2609.49,17029.46,LIBROS,Tecnología,Coleccionables,Referencia,167.0,17,6,0,16,2,3,5,12,9,3,15,5,3,7,3,3,2,5,1,2,0,4,3,3,0,5,0,1,0,0,0,0,0,0,3,17,0,3,3,35,3,7,8,5,3,3,3,5,4,3,3,4,0,14,4,0,3,4,3,11,7,2,4,3,0,3,4,13,4,4,1,3,5,6
1145138,9789241549583,673,Ediciones del Río,El cielo del silencio,954,1409,41,1424,457,2431,3975.63,43234.9,LIBROS,Tecnología,Clásicos,Divulgación,659.0,0,5,4,5,4,11,7,8,5,15,19,17,12,11,5,15,1,20,2,9,0,13,7,6,2,9,0,1,0,0,0,0,0,0,24,7,0,9,7,10,24,11,8,9,7,8,3,3,9,5,4,4,1,8,7,0,4,3,11,9,15,16,7,8,0,7,9,9,11,4,8,8,9,4
1033048,9784183036238,674,Editorial Sauce,La torre secreto,0,0,0,0,0,0,350.87,631.53,JUGUETES Y VS,Ciencias Exactas,Ilustrados,Referencia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853007,9784469193341,675,Ediciones del Río,El jardín en el viento,18,320,17,326,35,453,41.2,75208.05,LIBROS,Infantil y Juvenil,Ilustrados,Bestsellers,1569.0,1,0,0,0,1,1,1,4,1,3,1,2,1,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
1053949,9785605301834,676,Ediciones del Río,La senda de cristal,23,1,0,0,4,25,66.28,13437.37,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101194,9789027330117,677,Ediciones del Río,El puente de papel,25,0,2,0,0,24,42.52,18456.23,LIBROS,Narrativa,Novela contemporánea,Clásicos,266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910483,9786988067003,678,Ediciones del Río,La isla de hierro,12,0,2,0,0,14,3.86,296.56,LIBROS,Narrativa,Novela contemporánea,Tapa dura,418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062495,9782563024398,679,Ediciones del Río,El mapa eterno,25,0,0,0,1,24,78.37,20975.66,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157843,9786674337395,680,Ediciones del Río,El umbral de las sombras,1426,1580,23,1285,365,3638,1567.98,31110.14,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,241.0,0,18,1,1,5,1,6,16,22,4,4,7,27,7,8,7,1,2,0,6,0,8,6,1,9,17,0,1,0,0,0,0,0,0,9,9,0,6,7,15,0,4,5,4,2,0,5,1,2,2,11,4,0,1,2,0,5,3,2,4,6,2,2,1,0,1,3,13,2,6,8,19,5,5
1125712,9783592620767,681,Ediciones del Río,El reloj de las sombras,643,1909,32,1516,145,2625,1336.19,33203.96,LIBROS,Infantil y Juvenil,Referencia,Nuevos autores,269.0,0,1,1,0,3,2,0,3,9,2,0,1,2,0,4,3,1,3,1,3,0,3,6,1,2,1,0,0,0,0,0,0,0,0,6,3,0,2,1,1,1,13,1,2,1,1,3,1,1,1,3,1,0,2,0,0,3,0,2,1,6,1,4,4,0,0,0,4,2,2,0,0,3,0
1114549,9786961217431,682,Ediciones del Río,La ventana fugaz,100,11,2,6,0,107,71.79,15308.57,LIBROS,Infantil y Juvenil,Referencia,Nuevos autores,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172694,9784613066400,683,Ediciones del Río,El jardín profundo,1180,68,2,0,687,1643,1957.74,18059.71,LIBROS,Tecnología,Bestsellers,Tapa dura,100.0,0,7,18,5,26,10,15,21,8,14,8,20,28,20,9,9,3,16,0,3,0,12,13,7,10,15,0,6,0,0,0,0,0,0,63,11,0,11,12,9,14,16,26,12,13,13,9,7,15,7,10,20,6,8,3,0,15,7,7,15,7,10,11,18,0,8,13,16,11,8,17,9,14,10
1105770,9780346485553,684,Ediciones del Río,El cielo de arena,71,801,78,715,26,1048,89.68,36764.71,LIBROS,Historia y Política,Divulgación,Bolsillo,486.0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0
1044824,9780295645367,685,Ediciones del Río,La plaza de fuego,54,480,2,477,69,516,31.5,18163.19,LIBROS,Ciencias Sociales,Nuevos autores,Tapa dura,322.0,0,1,1,1,1,0,2,2,1,1,3,8,1,2,2,1,1,1,1,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,2,0,2,2,3,1,1,3,0,2,1,0,1,1,2,0,0,2
1044823,9786150247531,686,Ediciones del Río,La casa sin fronteras,281,832,2,742,80,1081,35.6,17332.55,LIBROS,Ciencias Sociales,Nuevos autores,Tapa dura,324.0,0,1,2,2,1,1,1,2,1,3,8,3,1,1,4,1,1,1,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3,3,1,0,2,3,2,1,1,0,0,2,1,1,1,0,0,0,0,0,0,2,1,3,1,0,3,0,0,3,0,0,1,2,0,0,2
1138700,9784034785914,687,Ediciones del Río,La ruta de arena,172,1190,8,1146,137,1452,526.98,21342.18,LIBROS,Ciencias Sociales,Nuevos autores,Tapa dura,156.0,0,3,2,4,1,1,7,2,9,1,1,3,10,5,0,1,2,1,1,2,0,2,2,3,3,1,0,0,0,0,0,0,0,0,2,2,0,3,3,1,0,2,8,5,1,1,2,1,2,3,1,1,1,2,2,0,9,0,10,3,5,2,1,3,0,1,1,1,1,1,4,0,0,2
1044821,9782175576662,688,Ediciones del Río,La ruta de arena,37,0,1,0,20,64,31.18,16722.45,LIBROS,Ciencias Sociales,Nuevos autores,Tapa dura,324.0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0
1138699,9784526036485,689,Ediciones del Río,La montaña de arena,199,924,3,1030,12,992,446.81,18934.43,LIBROS,Ciencias Sociales,Nuevos autores,Tapa dura,156.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1090408,9782540111324,690,Ediciones del Río,La tierra austral,31,0,0,0,1,31,93.64,13833.33,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,357.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080538,9780176779461,691,Ediciones del Río,El eco del río,30,0,2,0,0,33,118.69,25337.17,LIBROS,Ciencias Sociales,Divulgación,Tapa dura,760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059086,9789706191195,692,Editorial Pampa,La tierra en la lluvia,0,0,0,0,0,0,44.91,8970.36,LIBROS,Ciencias Sociales,Bestsellers,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045716,9787017135529,693,Ediciones del Río,El mapa secreto,28,6,4,6,11,43,44.56,14056.14,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,451.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1030835,9783293816272,694,Editorial Glaciar,El cielo de arena,1,0,0,0,0,1,62.65,371.54,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107300,9785755511511,695,Ediciones del Río,La ventana de las sombras,1597,3233,41,2985,454,4395,1330.31,22698.27,LIBROS,Ciencias Sociales,Novela contemporánea,Tapa dura,225.0,6,3,5,4,1,2,5,6,2,6,8,9,7,1,4,4,1,2,0,1,0,2,3,77,6,8,0,1,0,0,0,0,0,0,71,10,0,7,3,2,13,10,8,1,5,4,8,0,0,1,2,1,1,3,1,0,6,5,3,1,5,0,5,33,0,3,5,7,2,3,6,0,8,4
1103357,9785442180705,696,Ediciones del Río,El eco en el viento,1129,2399,11,2152,251,3772,2271.41,35250.67,LIBROS,Ciencias Sociales,Novela contemporánea,Tapa dura,267.0,1,0,1,0,0,2,4,10,1,9,11,12,4,0,1,1,2,0,1,4,0,2,0,1,9,2,0,2,0,0,0,0,0,0,57,3,0,8,4,3,3,7,6,1,1,1,7,0,1,5,0,5,1,4,1,0,5,4,3,4,8,2,5,3,0,1,0,4,0,0,0,21,5,0
991326,9784057293862,697,Ediciones del Río,La voz nocturno,10,0,1,0,0,13,11.13,8241.62,LIBROS,Ciencias Sociales,Divulgación,Tapa dura,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996004,9788838659032,698,Ediciones Litoral,El espejo del bosque,0,0,0,0,0,0,23.36,299.56,LIBROS,Ciencias Sociales,Didácticos,Edición especial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035087,9781979964466,699,Ediciones Litoral,La ruta de sal,0,0,0,0,0,0,58.9,360.73,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035086,9786797082302,700,Ediciones Litoral,El faro profundo,0,0,0,0,0,0,58.81,362.44,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035088,9783536494185,701,Ediciones Litoral,La huella de ceniza,0,0,0,0,0,0,61.4,313.62,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033953,9781682723546,702,Ediciones del Río,El mapa perdido,19,440,8,465,45,548,524.34,121542.23,LIBROS,Infantil y Juvenil,Ilustrados,Bestsellers,5018.0,0,0,1,0,1,1,1,2,0,1,3,0,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,1,0,0,2,1,0,0,1,2,0,0,0,1,2,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0
1066819,9784213674492,703,Editorial Pampa,El reloj luminoso,0,0,0,0,0,0,134.98,216.24,JUGUETES Y VS,Ciencias Sociales,Referencia,Referencia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
